id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,price,listings_count,host_since,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
8849596,33923879,47.52773406613845,-122.27890285194748,2,1.0,1.0,1.0,2,1125,0,0,0,58,0,0.0,0.0,42.0,4,2015-05-21,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
3186785,16155674,47.521293514726146,-122.27318225358843,6,1.0,1.0,1.0,1,1125,0,26,56,145,22,98.0,3.13,70.0,3,2014-05-29,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
6557297,16155674,47.519886124604,-122.27405536132936,2,1.0,1.0,1.0,1,1125,0,26,56,145,21,94.0,2.85,60.0,3,2014-05-29,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
7415378,16155674,47.519816641595256,-122.27476362225285,14,2.0,2.0,3.0,1,1125,16,46,76,165,1,100.0,0.23,200.0,3,2014-05-29,100.0,t,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
1885801,3302799,47.526739597142154,-122.2747998752735,4,1.0,1.0,1.0,2,180,30,60,90,364,0,0.0,0.0,150.0,1,2012-08-18,0.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
8006745,42273230,47.52765189488406,-122.26596615370005,4,2.0,3.0,2.0,7,60,1,1,1,3,3,100.0,2.57,65.0,1,2015-08-23,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
6546748,29934463,47.52456532560882,-122.26091882202795,6,3.0,3.0,3.0,2,1125,13,43,73,345,7,100.0,0.99,295.0,1,2015-03-24,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
4526737,23315402,47.52749353583138,-122.26095748026836,2,1.0,1.0,1.0,2,1125,4,34,62,186,15,100.0,2.05,95.0,1,2014-11-03,100.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,strict,f,f
3335,4193,47.52984647440817,-122.275839521958,4,1.0,2.0,2.0,2,730,0,4,34,309,0,0.0,0.0,120.0,4,2008-11-10,88.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
6117473,4193,47.5297563485341,-122.2756999076422,2,1.0,1.0,1.0,2,1125,30,60,90,365,20,92.0,2.84,48.0,4,2008-11-10,88.0,f,t,t,Rainier Valley,Treehouse,Private room,Real Bed,f,strict,f,f
7745016,4193,47.53066672616261,-122.27540901110807,2,1.0,1.0,1.0,2,30,0,0,0,125,2,100.0,0.42,50.0,4,2008-11-10,88.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
1263470,4193,47.5308975218507,-122.27711602192696,2,1.0,1.0,1.0,2,1125,0,0,0,187,6,77.0,1.27,100.0,4,2008-11-10,88.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
4735761,14316158,47.524135325384854,-122.27597636170242,4,1.0,1.0,1.0,1,1,30,60,90,365,7,94.0,0.8,45.0,2,2014-04-15,100.0,f,t,t,Rainier Valley,Apartment,Shared room,Couch,f,flexible,f,f
8052307,14316158,47.52283446089736,-122.27399223936912,2,1.0,1.0,1.0,1,1125,30,60,90,365,6,93.0,1.38,40.0,2,2014-04-15,100.0,f,t,t,Rainier Valley,Apartment,Shared room,Real Bed,f,flexible,f,f
1672979,2537803,47.52751063838765,-122.26662779892445,2,2.0,1.0,1.0,2,30,30,60,90,365,18,96.0,0.71,68.0,1,2012-06-03,0.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
7388899,24302543,47.51905405124624,-122.27041778578705,2,1.0,1.0,2.0,1,1125,0,26,56,331,14,93.0,2.71,55.0,2,2014-11-29,100.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
4708075,24302543,47.51855437022772,-122.27077496614694,2,1.0,1.0,1.0,1,1125,30,60,90,365,13,92.0,1.73,55.0,2,2014-11-29,100.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
8541389,43022479,47.523437287109424,-122.27575475600884,2,1.0,1.0,1.0,1,1125,30,60,90,365,0,0.0,0.0,90.0,1,2015-08-31,0.0,f,t,f,Rainier Valley,House,Shared room,Real Bed,f,flexible,f,f
4772997,21191577,47.50850258184453,-122.26098035117252,2,1.0,1.0,1.0,1,1125,30,60,90,365,16,99.0,2.14,67.0,1,2014-09-10,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
3859882,12516018,47.5189385593855,-122.25708494330422,2,1.0,1.0,1.0,4,1125,0,0,0,102,4,100.0,0.24,65.0,2,2014-02-23,67.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
4559222,12516018,47.518524058839596,-122.25782565328406,2,1.0,1.0,1.0,3,1125,30,60,90,365,14,92.0,1.12,60.0,2,2014-02-23,67.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
4711069,10283735,47.51016433184045,-122.26044257103932,12,3.0,4.0,4.0,1,1125,15,37,52,306,42,91.0,3.38,169.0,4,2013-11-26,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
5192122,10283735,47.5104955407011,-122.26039460058416,3,1.0,1.0,1.0,4,1125,15,37,52,306,0,0.0,0.0,79.0,4,2013-11-26,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
6101613,10283735,47.71691760120692,-122.28316937676188,8,1.5,3.0,3.0,1,1125,21,38,58,324,6,90.0,2.14,159.0,4,2013-11-26,100.0,f,t,t,Lake City,House,Entire home/apt,Real Bed,f,strict,f,f
6438099,10283735,47.71806305864558,-122.2834569645682,2,1.0,1.0,1.0,1,1125,21,38,58,324,0,0.0,0.0,55.0,4,2013-11-26,100.0,f,t,t,Lake City,House,Private room,Real Bed,f,flexible,f,f
7713043,8663396,47.50728407352253,-122.25418857514202,2,0.0,0.0,2.0,1,1125,30,60,90,365,7,91.0,1.39,75.0,1,2013-09-06,100.0,f,t,t,Rainier Valley,Camper/RV,Entire home/apt,Real Bed,f,strict,f,f
174636,834328,47.511457195764024,-122.25608099593698,3,1.0,1.0,2.0,1,365,29,59,89,364,32,95.0,0.6,88.0,1,2011-07-18,0.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
8195348,34238325,47.51745341050663,-122.25818608263887,2,1.0,1.0,1.0,1,14,30,60,90,365,3,100.0,0.8,60.0,1,2015-05-26,100.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
4832481,780837,47.51465168951202,-122.25932018738199,2,1.0,1.0,1.0,2,1125,23,53,83,358,12,95.0,1.43,57.0,2,2011-07-05,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
6249164,780837,47.51637103369653,-122.25994704025032,1,1.0,1.0,1.0,2,1125,16,46,76,351,18,99.0,2.56,42.0,2,2011-07-05,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
8901863,46564179,47.51041563430239,-122.25223003277566,2,1.0,1.0,1.0,3,1125,30,60,90,365,0,0.0,0.0,118.0,1,2015-10-14,100.0,f,t,t,Rainier Valley,Other,Entire home/apt,Real Bed,f,flexible,f,f
2027236,8798441,47.50839421356433,-122.25823860852604,2,1.0,1.0,1.0,1,30,29,59,89,363,144,93.0,5.85,60.0,1,2013-09-12,75.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
3673011,1859394,47.55946044723176,-122.28303397844972,2,1.0,1.0,1.0,2,1125,29,59,89,178,55,98.0,3.13,69.0,1,2012-03-04,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
6577295,19262538,47.563607937044935,-122.29479611254796,2,1.0,1.0,1.0,1,1125,17,41,71,339,75,95.0,10.27,69.0,1,2014-08-01,100.0,f,t,t,Rainier Valley,Townhouse,Private room,Real Bed,t,flexible,f,f
4384000,22759920,47.58811613025289,-122.29230814944256,5,2.5,2.0,4.0,3,1125,30,60,90,365,1,80.0,1.0,300.0,1,2014-10-20,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
3147706,15980816,47.560746429114026,-122.28313857119326,3,1.0,1.0,1.0,1,1125,27,57,87,362,47,95.0,2.42,65.0,1,2014-05-25,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
1900698,3118422,47.552197944752706,-122.27984408924002,2,1.5,1.0,1.0,2,1125,0,10,40,313,81,91.0,3.18,50.0,1,2012-07-31,100.0,f,t,t,Rainier Valley,Apartment,Private room,Real Bed,f,strict,t,t
4157572,21574975,47.56726880145243,-122.29014726131406,2,1.5,1.0,1.0,1,1125,30,60,90,365,67,98.0,4.77,65.0,1,2014-09-20,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
8886847,46498552,47.55845871849181,-122.28712821087021,2,1.0,1.0,1.0,1,1125,30,60,90,365,0,0.0,0.0,100.0,1,2015-10-13,0.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
3642289,17363808,47.549847490165405,-122.27321414696813,2,1.0,1.0,1.0,1,1125,0,26,56,328,73,97.0,4.21,65.0,1,2014-06-28,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
3022564,12086787,47.55908285423865,-122.28346610346253,2,1.0,0.0,1.0,2,1125,14,35,63,330,127,98.0,6.65,90.0,1,2014-02-09,100.0,t,t,f,Rainier Valley,Loft,Entire home/apt,Real Bed,t,moderate,f,f
2203983,11245279,47.56086617266625,-122.28612411092868,2,1.0,0.0,1.0,2,10,0,0,0,3,29,94.0,1.25,80.0,1,2014-01-12,67.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
215882,971336,47.561297038408405,-122.28121860707182,2,1.0,1.0,1.0,2,14,21,51,81,353,179,97.0,3.53,99.0,1,2011-08-15,100.0,t,t,f,Rainier Valley,Cabin,Entire home/apt,Real Bed,f,strict,t,t
491958,2431399,47.560511109106216,-122.2789483009719,4,1.0,1.0,2.0,2,365,8,29,46,282,151,96.0,3.55,75.0,1,2012-05-21,100.0,f,t,f,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
190984,923095,47.55284232273945,-122.27789357074042,2,1.0,1.0,1.0,2,29,19,49,79,354,51,87.0,2.55,110.0,2,2011-08-04,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
1009838,923095,47.569473259972725,-122.28010651563277,3,1.0,1.0,1.0,2,14,20,50,80,355,56,90.0,1.8,85.0,2,2011-08-04,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
1599856,8527472,47.55672669926962,-122.28618332993851,6,1.0,2.0,3.0,2,100,19,43,73,348,138,92.0,5.01,125.0,1,2013-08-30,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,t,moderate,f,f
1223644,6674981,47.55634092076103,-122.28396890002443,3,1.0,1.0,1.0,7,100,26,56,85,85,38,96.0,1.23,90.0,1,2013-05-31,100.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,strict,t,t
3246706,9077850,47.56359080252334,-122.29678046690648,2,1.5,1.0,1.0,7,1125,16,29,44,256,18,93.0,0.95,40.0,1,2013-09-26,80.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
1305009,4041295,47.56249871748814,-122.29751476106705,2,1.0,1.0,1.0,2,1125,18,33,46,317,22,98.0,0.74,50.0,1,2012-11-02,80.0,f,t,t,Rainier Valley,House,Private room,Real Bed,t,strict,f,f
8952253,27811196,47.55393868514143,-122.2856508330274,6,2.5,3.0,3.0,2,1125,4,9,9,59,2,100.0,1.58,97.0,1,2015-02-15,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
8845310,1119024,47.54680018108738,-122.27806790942398,4,1.0,2.0,2.0,1,1125,0,0,28,303,0,0.0,0.0,100.0,3,2011-09-06,100.0,t,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
7420488,1119024,47.5466995762533,-122.27802965164813,1,1.0,1.0,1.0,1,1125,16,45,75,265,8,100.0,1.55,45.0,3,2011-09-06,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
7417852,1119024,47.548472444647494,-122.27842801961391,2,1.0,1.0,1.0,1,1125,30,60,90,362,11,96.0,2.26,65.0,3,2011-09-06,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
7750477,40746071,47.57095725362339,-122.29906278302977,9,2.5,3.0,6.0,2,1125,14,34,49,293,1,100.0,1.0,195.0,1,2015-08-06,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,t,moderate,f,f
7938941,1007123,47.571426395999254,-122.2983277051867,4,2.0,2.0,2.0,2,1125,30,60,89,364,0,0.0,0.0,150.0,1,2011-08-22,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
2721575,6985440,47.561020953544684,-122.27944534044815,2,1.0,1.0,1.0,2,1125,21,42,72,340,77,97.0,3.83,95.0,1,2013-06-18,90.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,t,strict,f,f
1738425,236709,47.562880239228285,-122.29824291454105,2,1.5,1.0,1.0,1,1125,24,54,84,359,46,97.0,1.8,72.0,2,2010-09-16,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
1733747,236709,47.56335569330284,-122.29821975419424,2,1.5,1.0,1.0,1,1125,24,54,84,359,41,97.0,1.61,72.0,2,2010-09-16,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
2471659,2824920,47.5537712008494,-122.28368395751892,2,1.0,1.0,1.0,2,29,30,60,87,350,80,96.0,4.69,100.0,1,2012-07-04,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
6078382,8373933,47.569985177143316,-122.297272190932,2,1.0,1.0,1.0,2,5,30,60,90,365,17,99.0,2.43,55.0,1,2013-08-25,100.0,t,t,t,Rainier Valley,House,Private room,Futon,f,moderate,f,f
3120652,9582031,47.563180160266704,-122.28492313074786,5,1.0,2.0,2.0,1,1000,30,60,89,89,45,91.0,2.48,124.0,1,2013-10-22,80.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
4922836,11775,47.56504779665536,-122.29285933922941,2,1.0,1.0,1.0,2,1125,30,60,90,365,32,95.0,3.32,70.0,1,2009-03-30,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
1433440,7703876,47.564917689138525,-122.29263859344162,2,1.0,1.0,1.0,2,1125,0,5,35,223,14,88.0,0.61,65.0,1,2013-07-24,86.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
2980762,15204387,47.547237804566535,-122.27312260098104,2,1.0,1.0,1.0,2,35,30,60,89,89,22,92.0,1.24,65.0,1,2014-05-07,0.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
1455269,7804761,47.56791473873067,-122.29073563109327,6,1.0,3.0,4.0,2,13,0,18,48,78,88,97.0,3.01,115.0,1,2013-07-29,100.0,t,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
1457330,2613169,47.56791074194921,-122.29338842432335,6,2.0,3.0,3.0,2,7,0,0,0,118,4,95.0,0.22,220.0,1,2012-06-12,0.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
8902887,2074144,47.56856234518449,-122.29053889594616,3,1.0,1.0,1.0,1,1125,12,42,72,268,6,97.0,2.73,90.0,1,2012-04-05,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
5175464,1135188,47.557782691065796,-122.2820305689717,2,1.0,0.0,1.0,2,1125,25,50,80,354,16,86.0,1.42,90.0,1,2011-09-09,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,t,strict,f,f
2856806,14604736,47.56575407772693,-122.29041638007338,6,2.5,3.0,2.0,1,1125,28,58,88,209,3,93.0,0.15,175.0,1,2014-04-22,0.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
693956,3550436,47.56252750972214,-122.29243979505466,6,2.5,3.0,2.0,7,30,0,0,0,16,1,97.0,0.03,150.0,1,2012-09-12,0.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
5682316,4610250,47.56361066106268,-122.2890519247489,3,1.0,1.0,2.0,1,1125,28,58,87,87,36,98.0,4.32,85.0,1,2013-01-06,100.0,t,t,t,Rainier Valley,Cabin,Entire home/apt,Real Bed,f,strict,f,f
8597800,10657225,47.554872959488506,-122.27783298293508,4,1.5,1.0,2.0,1,1125,9,21,21,21,3,100.0,0.97,49.0,1,2013-12-16,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
4707171,3381100,47.55742344650298,-122.2812687388707,7,1.0,2.0,3.0,2,1125,22,52,82,312,53,92.0,4.37,110.0,1,2012-08-26,90.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
9138392,47593725,47.55278255172996,-122.28609379111595,4,1.0,2.0,2.0,1,1125,3,3,3,45,0,0.0,0.0,59.0,2,2015-10-27,70.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
9217446,47593725,47.5519523237381,-122.2878218977537,2,1.0,1.0,1.0,1,4,5,30,59,59,4,100.0,2.14,35.0,2,2015-10-27,70.0,f,t,t,Rainier Valley,House,Private room,Pull-out Sofa,f,flexible,f,f
9597947,9447483,47.557774010331975,-122.28405186228977,2,2.0,1.0,1.0,1,1125,30,60,90,365,0,0.0,0.0,70.0,1,2013-10-15,0.0,f,t,t,Rainier Valley,Apartment,Private room,Real Bed,f,moderate,f,f
7262142,32134569,47.55463414853558,-122.27462463304931,2,1.0,1.0,1.0,2,1125,22,52,82,354,27,99.0,6.28,65.0,1,2015-04-28,100.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
7615170,6092148,47.55945175447067,-122.2836336646569,2,1.0,1.0,1.0,4,1125,30,60,90,179,2,100.0,0.71,85.0,1,2013-04-25,100.0,f,t,t,Rainier Valley,Loft,Private room,Real Bed,f,flexible,f,f
8326413,2316284,47.561838253124,-122.28908385225428,2,1.0,1.0,1.0,1,1125,0,0,28,301,9,96.0,2.65,70.0,1,2012-05-07,89.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
4833820,2226123,47.55210440169434,-122.2810286073925,4,1.5,2.0,2.0,7,150,0,26,56,331,0,0.0,0.0,175.0,1,2012-04-26,0.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
7480196,750650,47.56185200419561,-122.27856473633587,6,1.0,3.0,4.0,2,180,9,26,46,111,7,94.0,1.35,199.0,1,2011-06-27,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
8774504,31664755,47.556673147882655,-122.28230545492693,8,2.0,3.0,5.0,1,1125,13,43,69,344,4,100.0,3.24,109.0,1,2015-04-21,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,t,strict,f,f
8627921,34946797,47.56085902790564,-122.27596785564471,4,1.0,1.0,2.0,2,1125,21,48,78,353,13,98.0,4.53,70.0,1,2015-06-03,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,t,flexible,f,f
788146,4154214,47.55142191958175,-122.28087470544064,2,1.5,1.0,1.0,3,180,30,60,90,365,24,97.0,0.64,58.0,1,2012-11-14,0.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,strict,f,f
2016613,10371342,47.56432648236372,-122.28829203724352,8,3.0,4.0,5.0,3,31,23,53,83,340,16,94.0,0.65,300.0,1,2013-12-01,70.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
2695493,13796401,47.55585809875672,-122.27292114415428,2,1.0,1.0,1.0,3,1125,0,0,1,248,18,98.0,1.0,95.0,1,2014-04-01,100.0,t,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
9063355,8575503,47.55241211733809,-122.2741804769025,1,1.0,1.0,1.0,1,3,30,60,89,89,0,0.0,0.0,50.0,1,2013-09-02,100.0,f,t,f,Rainier Valley,House,Private room,Futon,f,flexible,f,f
7922663,41775435,47.58900742765114,-122.29743337153411,2,1.0,1.0,1.0,2,15,30,60,89,89,1,100.0,1.0,49.0,3,2015-08-18,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
7922013,41775435,47.586837476440884,-122.2952623242652,2,1.0,1.0,1.0,2,15,27,57,86,86,1,100.0,1.0,49.0,3,2015-08-18,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
7956337,41775435,47.58828683081299,-122.2959124019172,2,1.0,1.0,1.0,3,10,24,54,83,83,3,93.0,3.0,39.0,3,2015-08-18,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
9415562,37052599,47.577641923450784,-122.2891996038204,1,1.0,1.0,1.0,1,1125,30,60,90,365,0,0.0,0.0,55.0,1,2015-06-29,0.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
9075656,47332984,47.571674497462084,-122.28772083668049,2,1.0,1.0,1.0,1,1125,20,50,80,355,10,100.0,4.62,49.0,1,2015-10-24,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
9710851,50133022,47.574989233644295,-122.2910869222613,2,0.0,1.0,2.0,1,1125,0,0,28,303,0,0.0,0.0,40.0,1,2015-11-29,100.0,f,t,t,Rainier Valley,House,Private room,Real Bed,t,flexible,f,f
1983713,10235544,47.59090863759553,-122.29477767361395,4,1.0,1.0,1.0,3,1125,25,55,85,360,13,97.0,0.63,95.0,1,2013-11-24,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
7363727,11604512,47.57868657801485,-122.29152464393894,2,1.0,1.0,1.0,1,30,17,47,77,352,26,98.0,5.23,70.0,1,2015-07-15,100.0,t,t,t,Rainier Valley,House,Private room,Real Bed,f,moderate,f,f
10022421,51461746,47.57376352047368,-122.2943417036798,2,1.0,1.0,1.0,1,60,30,60,89,89,0,0.0,0.0,74.0,1,2015-12-15,0.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
6274351,32609589,47.57589070198042,-122.28847781021194,1,1.0,1.0,1.0,1,1125,29,59,89,364,7,100.0,0.99,90.0,1,2015-05-04,100.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
777159,278781,47.57931034783584,-122.29288601841937,7,3.0,3.0,3.0,1,7,0,0,0,0,19,93.0,0.65,150.0,1,2010-11-04,0.0,t,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,moderate,f,f
3922845,1731613,47.57978356318417,-122.2917294615127,4,1.5,4.0,3.0,3,14,0,0,0,247,0,0.0,0.0,175.0,1,2012-02-10,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
674113,3401993,47.56840825240406,-122.28621404522764,1,1.0,1.0,1.0,1,20,0,0,0,275,190,96.0,7.06,42.0,3,2012-08-28,90.0,f,t,t,Rainier Valley,House,Private room,Real Bed,t,moderate,f,f
1750681,3401993,47.56856025948521,-122.28642871363995,2,1.0,1.0,1.0,1,1125,19,37,37,231,80,96.0,4.2,52.0,3,2012-08-28,90.0,f,t,t,Rainier Valley,House,Private room,Real Bed,t,moderate,f,f
1758935,3401993,47.569289228901674,-122.28554488711839,2,1.0,1.0,1.0,1,1125,24,54,84,348,206,95.0,7.6,62.0,3,2012-08-28,90.0,f,t,t,Rainier Valley,House,Private room,Real Bed,t,moderate,f,f
7534300,39472125,47.59095881989424,-122.294553315333,3,2.0,1.0,2.0,1,1125,30,60,90,365,6,100.0,1.15,125.0,1,2015-07-24,50.0,f,t,t,Rainier Valley,Bed & Breakfast,Private room,Real Bed,f,strict,f,f
9823290,50596206,47.58565007208705,-122.29288651038523,2,1.0,1.0,1.0,1,1125,29,59,89,364,1,100.0,1.0,80.0,1,2015-12-05,100.0,f,t,f,Rainier Valley,House,Private room,Real Bed,f,flexible,f,f
5194332,26869259,47.5834932048102,-122.28897153504141,3,1.0,0.0,1.0,2,1125,0,0,0,142,21,99.0,3.56,125.0,1,2015-01-28,100.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
841274,4133943,47.58357241126121,-122.29590102447557,5,1.0,1.0,3.0,3,45,28,28,28,275,69,95.0,2.04,90.0,1,2012-11-12,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,t,strict,f,t
8904748,46577793,47.58491464185775,-122.29184860519804,5,2.0,2.0,3.0,2,1125,23,48,78,180,3,100.0,3.0,125.0,1,2015-10-14,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,flexible,f,f
8734809,10553813,47.565298609623184,-122.28471919672924,4,1.0,1.0,2.0,2,1125,2,28,58,128,2,100.0,1.76,70.0,1,2013-12-10,100.0,f,t,f,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
7562331,1183674,47.57410657004926,-122.28506180320568,4,1.0,1.0,1.0,2,1125,19,40,63,329,0,0.0,0.0,95.0,1,2011-09-20,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
4461706,19862778,47.56840749372152,-122.28121875017176,2,1.0,1.0,1.0,2,7,0,3,31,306,28,100.0,3.78,99.0,2,2014-08-11,100.0,t,t,t,Rainier Valley,Camper/RV,Entire home/apt,Real Bed,f,moderate,f,f
6716874,19862778,47.567008791923726,-122.28110124374777,2,1.0,1.0,1.0,2,30,0,0,2,273,20,96.0,3.05,105.0,2,2014-08-11,100.0,t,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,f,strict,f,f
3890786,19849450,47.58963047850014,-122.29516612769585,6,1.0,2.0,3.0,2,1125,0,3,33,308,2,100.0,0.14,155.0,2,2014-08-11,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,t,strict,f,f
3849918,19849450,47.589851448872054,-122.29513150252384,6,1.0,2.0,3.0,3,30,28,28,28,150,8,85.0,1.16,150.0,2,2014-08-11,100.0,f,t,t,Rainier Valley,Apartment,Entire home/apt,Real Bed,t,strict,f,f
8474253,9813203,47.57793514169168,-122.29405171176857,2,1.0,1.0,1.0,2,15,11,11,11,11,0,0.0,0.0,80.0,2,2013-11-04,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
8474294,9813203,47.579529442788036,-122.29386574577316,4,2.0,2.0,1.0,2,15,8,8,8,8,1,40.0,0.38,81.0,2,2013-11-04,100.0,f,t,f,Rainier Valley,House,Entire home/apt,Real Bed,f,strict,f,f
4126284,4631742,47.5664960257722,-122.28641223279858,2,1.5,1.0,1.0,1,1125,15,45,75,350,7,89.0,0.44,50.0,2,2013-01-08,100.0,f,t,t,Rainier Valley,Apartment,Private room,Futon,f,flexible,f,f
4364285,4631742,47.56486080719127,-122.28544558181022,5,1.5,2.0,2.0,3,1125,17,47,77,166,7,94.0,0.52,126.0,2,2013-01-08,100.0,f,t,t,Rainier Valley,House,Entire home/apt,Real Bed,t,moderate,f,f
