id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,price,listings_count,host_since,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
241032,956883,47.636289038357184,-122.37102519997765,4,1.0,1.0,1.0,1,365,14,41,71,346,207,95.0,4.07,85.0,3,2011-08-11,96.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
9167786,956883,47.64235821035005,-122.37404682885945,2,1.0,1.0,1.0,1,1125,28,58,88,363,1,80.0,0.65,50.0,3,2011-08-11,96.0,f,t,t,Queen Anne,House,Private room,Real Bed,f,flexible,f,f
241016,956883,47.64328624276872,-122.3758186224208,4,1.0,2.0,3.0,2,60,19,49,79,354,17,95.0,0.67,115.0,3,2011-08-11,96.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
953595,5177328,47.63912312136253,-122.36566646439582,4,1.0,1.0,1.0,2,90,13,13,16,291,43,96.0,1.48,150.0,6,2013-02-21,98.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,t,t
2493658,5177328,47.63749172022628,-122.3668885909212,4,1.0,1.0,1.0,2,365,6,19,49,324,32,97.0,1.55,150.0,6,2013-02-21,98.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,t,t
2481869,5177328,47.63900777818944,-122.36532007300232,4,1.0,1.0,1.0,2,365,19,46,62,323,38,96.0,1.86,175.0,6,2013-02-21,98.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,t,t
6780615,5177328,47.639200283225534,-122.38661556538368,4,1.0,1.0,1.0,2,90,1,31,61,336,12,97.0,2.05,150.0,6,2013-02-21,98.0,t,t,t,Interbay,Apartment,Entire home/apt,Real Bed,f,strict,t,t
3382533,5177328,47.641205651697206,-122.38686559245234,4,1.0,1.0,1.0,2,90,24,53,83,349,50,98.0,2.84,150.0,6,2013-02-21,98.0,t,t,t,Magnolia,Apartment,Entire home/apt,Real Bed,t,strict,t,t
7227464,5177328,47.640325228430214,-122.38664944234016,2,1.0,1.0,1.0,2,90,6,36,66,341,17,96.0,3.11,125.0,6,2013-02-21,98.0,t,t,t,Magnolia,Apartment,Entire home/apt,Real Bed,f,strict,t,t
3308979,16708587,47.629724131577355,-122.3694831756176,11,4.5,5.0,7.0,4,30,1,6,17,220,20,97.0,1.15,975.0,2,2014-06-12,67.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
3544550,16708587,47.63139734518299,-122.36776687067899,8,2.5,3.0,5.0,4,1125,0,3,33,293,8,100.0,1.3,450.0,2,2014-06-12,67.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
7421966,9851441,47.63847320176642,-122.36927912263019,3,1.0,0.0,2.0,1,1125,0,0,0,143,0,0.0,0.0,100.0,1,2013-11-06,0.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
278830,1452570,47.63291840276724,-122.37247063402224,6,2.0,3.0,3.0,1,1125,30,60,90,365,38,92.0,0.89,450.0,2,2011-11-29,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
2586642,1452570,47.64236194980898,-122.3775093333712,4,1.0,2.0,2.0,2,1125,30,60,90,365,22,89.0,1.15,150.0,2,2011-11-29,100.0,f,t,t,Interbay,House,Entire home/apt,Real Bed,f,strict,f,f
5956968,326758,47.630525482401936,-122.36617406518856,2,1.0,1.0,1.0,1,6,0,0,27,302,17,95.0,2.45,120.0,1,2010-12-25,0.0,f,t,t,Queen Anne,House,Private room,Real Bed,f,strict,f,f
1909058,2497928,47.636605445320065,-122.36851905844937,2,1.0,1.0,1.0,3,14,20,49,71,346,58,99.0,2.46,80.0,1,2012-05-30,100.0,t,t,t,Queen Anne,House,Private room,Real Bed,f,moderate,f,f
856550,4016632,47.640160541214655,-122.37585597885769,2,1.0,1.0,1.0,2,7,22,42,42,100,173,97.0,4.73,60.0,5,2012-10-30,100.0,t,t,t,Queen Anne,Cabin,Private room,Real Bed,f,strict,t,t
3200646,4016632,47.639266020260955,-122.37472581108143,2,1.0,1.0,1.0,2,7,22,49,49,107,80,95.0,4.38,45.0,5,2012-10-30,100.0,t,t,t,Queen Anne,Camper/RV,Private room,Real Bed,f,strict,t,t
2746782,4016632,47.64105215050513,-122.37508173306395,2,1.0,0.0,1.0,2,14,18,45,45,103,109,97.0,5.24,90.0,5,2012-10-30,100.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,t,t
762029,4016632,47.64152492560981,-122.3761503724508,2,1.0,1.0,2.0,2,7,19,44,44,102,191,97.0,4.96,60.0,5,2012-10-30,100.0,t,t,t,Queen Anne,Camper/RV,Private room,Real Bed,f,strict,t,t
6958603,4016632,47.63972335767088,-122.3764220776374,2,1.0,1.0,1.0,2,7,20,47,47,105,26,96.0,4.36,53.0,5,2012-10-30,100.0,t,t,t,Interbay,House,Private room,Real Bed,f,strict,t,t
4948745,2166277,47.632410299829,-122.35721606914028,2,1.0,1.0,1.0,3,1125,6,36,66,341,8,97.0,1.22,90.0,1,2012-04-18,0.0,f,t,t,Queen Anne,Apartment,Private room,Real Bed,f,strict,f,f
175576,239585,47.63548170841016,-122.35847776162176,2,1.0,1.0,1.0,3,7,0,0,0,153,181,97.0,3.33,95.0,1,2010-09-19,100.0,t,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,t,f
4454295,4606439,47.63721407513561,-122.36004576141458,2,1.0,1.0,1.0,3,1125,21,21,21,229,8,97.0,0.98,99.0,1,2013-01-06,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
3883392,19932967,47.6355455115124,-122.37317075183506,4,1.0,2.0,3.0,3,14,30,60,90,362,13,98.0,0.92,245.0,1,2014-08-13,100.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
8889257,25899989,47.629506809234314,-122.3676292967417,5,1.0,2.0,3.0,2,1125,13,40,63,337,3,100.0,3.0,165.0,1,2015-01-10,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
5680462,22372266,47.63920265551509,-122.36586274154313,16,3.5,6.0,15.0,3,29,19,40,65,327,18,98.0,2.65,461.0,1,2014-10-10,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,t,strict,f,f
8988178,2983711,47.63564979343857,-122.37289282480928,5,1.0,2.0,2.0,3,15,30,60,69,69,1,80.0,0.73,109.0,1,2012-07-18,100.0,f,t,f,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
3245876,9465817,47.626200373817085,-122.36660192617585,2,1.0,1.0,1.0,1,10,29,59,89,364,84,95.0,4.55,66.0,1,2013-10-16,100.0,f,t,t,Queen Anne,Apartment,Private room,Real Bed,f,moderate,f,f
4933447,25417834,47.64064587578452,-122.37240588895551,2,1.0,1.0,1.0,2,14,29,52,82,171,45,98.0,4.58,99.0,1,2014-12-31,100.0,t,t,t,Queen Anne,House,Private room,Real Bed,t,moderate,f,f
7735464,6170760,47.63977587341085,-122.37223535879995,2,2.0,1.0,1.0,1,1125,0,0,0,125,0,0.0,0.0,200.0,1,2013-04-30,0.0,f,t,t,Queen Anne,Apartment,Private room,Futon,f,flexible,f,f
6291829,32713558,47.63602477658138,-122.35869359564735,10,3.5,5.0,5.0,3,30,24,54,84,359,5,85.0,0.82,700.0,1,2015-05-05,0.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,flexible,f,f
9218403,14100483,47.62794033813239,-122.36495872243864,1,1.0,1.0,1.0,1,1125,29,55,85,360,1,100.0,1.0,110.0,1,2014-04-09,100.0,f,t,t,Queen Anne,Condominium,Entire home/apt,Real Bed,f,flexible,f,f
4125779,21401856,47.63637426223885,-122.36103343324051,3,1.5,1.0,2.0,1,1125,30,60,90,365,11,84.0,0.71,99.0,1,2014-09-16,100.0,f,t,f,Queen Anne,House,Private room,Real Bed,f,moderate,f,f
8942678,46675077,47.63563222417987,-122.35888090262146,8,2.0,4.0,4.0,4,1125,0,0,0,53,1,100.0,0.86,450.0,1,2015-10-16,100.0,f,t,f,Queen Anne,House,Entire home/apt,Real Bed,f,flexible,f,f
10106055,51860756,47.633393957777855,-122.37191994372273,2,1.0,1.0,1.0,1,1125,30,60,90,365,0,0.0,0.0,75.0,1,2015-12-20,0.0,f,t,f,Queen Anne,House,Private room,Real Bed,f,flexible,f,f
6362362,33147763,47.63851671212965,-122.36958103291498,5,2.5,3.0,3.0,3,1125,0,0,0,212,1,100.0,0.18,600.0,1,2015-05-11,0.0,f,t,f,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
9025039,68155,47.63875224201261,-122.36797266885502,5,1.0,2.0,3.0,1,1125,0,0,0,49,0,0.0,0.0,150.0,1,2010-01-06,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,flexible,f,f
8859380,3792761,47.62990711611138,-122.36894813824877,6,2.0,3.0,3.0,2,1125,24,54,84,356,6,100.0,2.47,300.0,4,2012-10-07,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
8308316,3792761,47.63043465175436,-122.35017116506448,4,1.0,2.0,3.0,2,1125,0,4,33,294,7,97.0,1.98,165.0,4,2012-10-07,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
9768655,3792761,47.61041221212846,-122.3414901518356,3,1.0,1.0,2.0,2,1125,30,60,90,360,0,0.0,0.0,165.0,4,2012-10-07,100.0,f,t,t,Downtown,Apartment,Entire home/apt,Real Bed,t,flexible,f,f
9138600,3792761,47.61149210245733,-122.34119198663194,3,1.0,1.0,2.0,2,1125,28,58,88,351,4,95.0,2.31,165.0,4,2012-10-07,100.0,f,t,t,Downtown,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
4520099,6184895,47.63981586823574,-122.37433846349177,3,1.0,1.0,2.0,2,1125,0,1,30,305,4,85.0,0.33,80.0,1,2013-05-01,71.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,f,f
1110749,5325329,47.63508504491007,-122.36444347330422,6,1.5,3.0,3.0,2,1125,23,50,77,162,68,92.0,2.18,325.0,9,2013-03-04,97.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
2039149,5325329,47.66686785296194,-122.36403130868251,10,2.0,3.0,3.0,1,90,17,42,58,124,121,91.0,5.15,225.0,9,2013-03-04,97.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,t,strict,f,f
3031415,5325329,47.66525243324793,-122.36192069117308,8,2.0,3.0,3.0,1,1125,10,20,20,21,107,95.0,5.63,275.0,9,2013-03-04,97.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
7228499,5325329,47.63021399726569,-122.34761508910965,10,2.0,2.0,5.0,1,1125,19,42,64,152,34,92.0,7.18,349.0,9,2013-03-04,97.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,t,strict,f,f
5813657,5325329,47.60419373184845,-122.309920112886,10,3.5,4.0,6.0,1,1125,0,0,0,94,21,93.0,2.42,300.0,9,2013-03-04,97.0,f,t,t,Central Area,House,Entire home/apt,Real Bed,f,strict,f,f
6363765,5325329,47.561375761486865,-122.31741051258558,6,1.0,2.0,3.0,1,90,2,32,62,151,21,88.0,2.79,199.0,9,2013-03-04,97.0,f,t,t,Beacon Hill,House,Entire home/apt,Real Bed,t,strict,f,f
1652107,5325329,47.52566156471516,-122.28115550459421,8,1.0,3.0,3.0,1,90,20,46,76,165,56,92.0,2.07,175.0,9,2013-03-04,97.0,f,t,t,Beacon Hill,House,Entire home/apt,Real Bed,f,strict,f,f
3890990,5325329,47.699809287151744,-122.35551847109251,7,1.0,2.0,4.0,1,90,26,56,86,175,57,91.0,3.43,175.0,9,2013-03-04,97.0,f,t,t,Other neighborhoods,House,Entire home/apt,Real Bed,t,strict,f,f
9698202,5325329,47.661130850749906,-122.34923758831137,16,3.5,4.0,10.0,1,1125,25,51,72,328,4,95.0,4.0,250.0,9,2013-03-04,97.0,f,t,t,Other neighborhoods,House,Entire home/apt,Real Bed,f,moderate,f,f
5978498,31037494,47.640633234573535,-122.37270939338377,4,3.0,3.0,2.0,4,120,0,0,9,213,8,88.0,1.31,175.0,1,2015-04-11,60.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,flexible,f,f
5021081,25906186,47.63812148697112,-122.37578997278469,7,3.5,4.0,3.0,2,1125,0,0,0,2,5,75.0,0.99,222.0,1,2015-01-10,71.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,t,strict,f,f
1686930,8916363,47.62981553345286,-122.36621233485974,4,1.0,2.0,2.0,1,1125,11,38,68,309,62,97.0,2.27,159.0,1,2013-09-18,100.0,f,t,f,Queen Anne,Apartment,Entire home/apt,Real Bed,f,strict,f,f
7680289,40335071,47.63981018787381,-122.37380062876858,4,1.0,1.0,2.0,2,365,30,60,90,353,19,95.0,4.35,125.0,2,2015-08-02,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
8925878,40335071,47.63936210298089,-122.37240255654484,4,1.0,1.0,2.0,2,365,16,46,76,351,2,100.0,0.83,150.0,2,2015-08-02,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
7207641,6544973,47.63556952470362,-122.36165259464241,8,3.0,3.0,3.0,3,1125,0,0,0,153,5,96.0,0.97,348.0,1,2013-05-23,50.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,f,f
5062445,21072725,47.63497873047923,-122.35886941246471,1,1.0,1.0,1.0,1,1125,28,58,88,363,7,97.0,0.9,45.0,1,2014-09-08,31.0,f,t,f,Queen Anne,House,Private room,Futon,f,flexible,f,f
6389657,2052160,47.634616284308606,-122.3580227325536,2,1.0,0.0,1.0,3,1125,12,38,40,201,11,98.0,1.98,80.0,1,2012-04-02,100.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
4218733,21896205,47.63800137747845,-122.36100481691408,4,1.0,1.0,2.0,2,1125,19,46,76,351,71,90.0,4.7,110.0,1,2014-09-28,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
2715623,8242272,47.63199585097701,-122.3716576650487,3,1.0,1.0,2.0,3,365,0,13,43,310,9,91.0,0.46,148.0,1,2013-08-18,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,strict,t,t
1392332,2315558,47.63868624334983,-122.37079986877468,4,1.5,2.0,2.0,2,30,0,3,33,308,41,98.0,1.38,350.0,1,2012-05-07,0.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
7308567,17597607,47.63365004372054,-122.36044969320193,3,1.5,1.0,2.0,2,1125,8,34,64,339,18,98.0,3.35,150.0,1,2014-07-03,100.0,t,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
6575380,34392395,47.63430017546052,-122.35705980444612,5,1.0,1.0,1.0,1,1125,0,0,11,285,9,100.0,1.99,150.0,1,2015-05-27,50.0,f,t,t,Queen Anne,House,Private room,Real Bed,f,flexible,f,f
6004058,9031463,47.628343869748115,-122.36640542137962,2,1.0,0.0,1.0,1,1125,28,58,87,87,20,92.0,2.29,100.0,1,2013-09-24,50.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Futon,f,flexible,f,f
9550869,12867960,47.63539394059413,-122.36899114110727,10,3.0,4.0,4.0,1,1125,30,60,90,354,0,0.0,0.0,349.0,1,2014-03-06,90.0,f,t,t,Queen Anne,Bungalow,Entire home/apt,Real Bed,f,strict,f,f
8515408,3502513,47.63803515893716,-122.36091010563622,2,1.0,0.0,1.0,2,1125,30,60,89,89,3,100.0,1.06,110.0,1,2012-09-07,100.0,f,t,t,Queen Anne,Bungalow,Entire home/apt,Real Bed,f,moderate,f,f
5383192,27606550,47.63933158548954,-122.36159942269484,4,1.0,1.0,2.0,2,1125,0,0,20,295,1,100.0,0.16,160.0,1,2015-02-11,0.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
1112092,5856339,47.63530805145543,-122.366531709012,4,1.0,1.0,3.0,3,1125,30,60,89,89,26,95.0,0.8,130.0,1,2013-04-10,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,t,moderate,f,f
7772661,40885963,47.637374884138524,-122.36941092468905,2,1.0,0.0,1.0,1,1125,25,51,81,142,2,100.0,2.0,99.0,1,2015-08-08,100.0,f,t,t,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
9254900,27128936,47.638297567073266,-122.37377871072084,2,1.0,0.0,1.0,1,1125,0,15,29,29,0,0.0,0.0,100.0,1,2015-02-02,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
7714294,3521823,47.63175343884966,-122.37127173011557,3,1.0,1.0,1.0,2,1125,0,0,28,303,3,100.0,0.64,137.0,2,2012-09-10,0.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Futon,t,moderate,f,f
8095168,3521823,47.63260003819553,-122.3699524341257,2,1.0,1.0,1.0,1,1125,0,0,0,103,1,100.0,0.25,70.0,2,2012-09-10,0.0,f,t,t,Queen Anne,Apartment,Private room,Futon,f,flexible,f,f
10310373,53050379,47.63858056073184,-122.3753257408229,3,1.0,1.0,1.0,1,1125,18,46,76,351,0,0.0,0.0,20.0,1,2016-01-02,0.0,f,t,f,Queen Anne,Apartment,Private room,Real Bed,f,flexible,f,f
9368342,1039322,47.63788372174487,-122.36737109377769,2,1.5,1.0,1.0,4,1125,0,0,0,212,0,0.0,0.0,150.0,1,2011-08-30,100.0,f,t,t,Queen Anne,Townhouse,Entire home/apt,Real Bed,f,strict,f,f
6361863,25150356,47.637517345449275,-122.36081167446434,2,1.0,1.0,1.0,2,1125,15,39,69,331,44,94.0,5.64,145.0,1,2014-12-24,100.0,f,t,t,Queen Anne,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
8105221,15155647,47.636874178021394,-122.37227171191186,2,1.0,1.0,1.0,1,1125,30,60,90,364,10,100.0,2.5,80.0,1,2014-05-06,70.0,f,t,t,Queen Anne,Townhouse,Private room,Futon,f,flexible,f,f
3269390,12171359,47.632562742655686,-122.36722284674143,2,1.0,0.0,1.0,3,1125,18,32,50,321,77,98.0,4.12,95.0,1,2014-02-12,100.0,t,t,t,Queen Anne,House,Entire home/apt,Real Bed,t,moderate,f,f
4566393,23669617,47.63532192210432,-122.36612114800724,4,2.5,3.0,3.0,2,1125,30,60,90,365,0,0.0,0.0,400.0,1,2014-11-12,0.0,f,t,f,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
9282409,560743,47.63263390932941,-122.36931844777416,2,2.0,1.0,1.0,2,1125,0,0,0,247,2,100.0,1.3,85.0,1,2011-05-05,100.0,f,t,t,Queen Anne,House,Private room,Real Bed,f,moderate,f,f
6424982,33524725,47.63140094589966,-122.3676901333062,2,1.0,1.0,1.0,1,6,29,59,89,345,52,92.0,7.06,80.0,1,2015-05-16,100.0,f,t,f,Queen Anne,House,Private room,Real Bed,f,flexible,f,f
8988281,46954097,47.635310702971786,-122.36350557505072,4,1.0,2.0,2.0,1,15,30,48,48,48,0,0.0,0.0,175.0,1,2015-10-19,67.0,f,t,f,Queen Anne,House,Entire home/apt,Real Bed,f,moderate,f,f
7077910,2843411,47.669327174719676,-122.39259356469371,6,2.5,3.0,4.0,4,1125,23,25,25,27,9,91.0,1.82,170.0,1,2012-07-05,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
3772674,18232665,47.674074155575425,-122.39386405032921,2,1.0,1.0,1.0,3,1125,20,45,75,347,65,98.0,3.94,85.0,1,2014-07-17,100.0,f,t,t,Ballard,Apartment,Entire home/apt,Real Bed,t,moderate,f,f
7021906,28770702,47.673628072627935,-122.38930195133072,12,3.5,5.0,7.0,3,1125,3,26,46,175,5,96.0,1.38,465.0,3,2015-03-04,100.0,t,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
5549211,28770702,47.671759971918824,-122.39002012190964,4,1.0,1.0,2.0,3,45,5,28,52,295,40,98.0,4.05,134.0,3,2015-03-04,100.0,t,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
6401209,28770702,47.673971287826824,-122.38938054168423,8,2.5,4.0,5.0,3,1125,16,46,72,154,13,97.0,2.05,338.0,3,2015-03-04,100.0,t,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
7618605,5326074,47.6684599605579,-122.37951599522181,2,1.0,1.0,1.0,1,1125,0,0,0,94,5,96.0,1.01,175.0,1,2013-03-04,100.0,f,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,flexible,f,f
10234558,31887689,47.6706623229397,-122.37866592236747,2,1.0,1.0,1.0,1,1125,20,50,80,355,0,0.0,0.0,50.0,1,2015-04-25,100.0,f,t,f,Ballard,Condominium,Private room,Real Bed,f,flexible,f,f
7021702,36805437,47.67264618041156,-122.38933302722641,2,1.0,1.0,1.0,1,1125,0,0,0,166,0,0.0,0.0,60.0,1,2015-06-26,0.0,f,t,f,Ballard,Apartment,Private room,Real Bed,f,flexible,f,f
7680439,1612983,47.673175384097654,-122.38225959936204,2,1.0,1.0,1.0,1,1125,25,55,85,360,16,93.0,3.29,59.0,1,2012-01-16,100.0,f,t,t,Ballard,House,Private room,Pull-out Sofa,f,flexible,f,f
4258515,841009,47.667933001366045,-122.3786524676208,4,1.0,1.0,4.0,1,1125,30,60,89,89,23,77.0,3.07,47.0,1,2011-07-19,90.0,f,t,t,Ballard,Apartment,Private room,Real Bed,f,strict,f,t
1148517,6296335,47.67296864487422,-122.39733818247204,4,1.0,2.0,2.0,2,14,29,59,88,88,45,97.0,1.44,145.0,1,2013-05-08,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,moderate,t,t
2487892,1343908,47.66862741947888,-122.38949592536791,2,1.0,1.0,1.0,1,1125,10,38,68,343,75,94.0,3.46,70.0,1,2011-10-27,100.0,f,t,t,Ballard,House,Private room,Futon,f,flexible,f,f
3038772,15473800,47.67011138347178,-122.39386928567663,2,1.0,1.0,1.0,2,1125,15,43,73,348,86,94.0,4.43,55.0,1,2014-05-13,100.0,f,t,t,Ballard,House,Private room,Real Bed,f,moderate,f,f
699460,3587674,47.671690500882136,-122.38523906517405,4,1.0,1.0,2.0,2,90,7,22,52,327,151,97.0,3.85,95.0,1,2012-09-16,100.0,t,t,t,Ballard,House,Private room,Real Bed,f,moderate,f,f
4085439,21066328,47.670836178320855,-122.39253711071063,2,1.0,1.0,1.0,1,1125,26,49,79,345,6,92.0,0.38,125.0,1,2014-09-08,100.0,f,t,t,Ballard,House,Private room,Real Bed,t,flexible,f,f
8053990,23228606,47.670886774459845,-122.39302934993714,2,1.0,1.0,1.0,1,26,21,49,79,354,16,94.0,3.75,65.0,3,2014-11-01,100.0,f,t,t,Ballard,House,Private room,Real Bed,f,moderate,f,f
7011773,23228606,47.67011497066786,-122.39299444305759,1,1.0,1.0,1.0,1,1125,0,0,0,55,0,0.0,0.0,25.0,3,2014-11-01,100.0,f,t,t,Ballard,House,Private room,Pull-out Sofa,f,flexible,f,f
7134759,23228606,47.66896087580327,-122.39387694463308,2,1.0,1.0,1.0,1,26,15,43,45,47,16,98.0,3.87,60.0,3,2014-11-01,100.0,f,t,t,Ballard,Townhouse,Private room,Real Bed,f,moderate,f,f
2467550,811494,47.67430793211146,-122.37674229798985,4,1.0,0.0,2.0,5,1125,0,0,0,48,0,0.0,0.0,40.0,1,2011-07-12,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
2686374,2231298,47.67125039125342,-122.38263911755712,6,1.0,3.0,4.0,1,1125,27,49,79,354,165,95.0,7.84,149.0,2,2012-04-26,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,t,moderate,f,f
4236723,2231298,47.670581422005775,-122.38221116149721,6,1.5,2.0,3.0,1,1125,30,57,87,362,113,94.0,7.53,195.0,2,2012-04-26,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,t,moderate,f,f
1956274,7466082,47.66869205752911,-122.39608935555252,2,1.5,1.0,1.0,3,1125,27,49,79,354,48,100.0,2.11,125.0,1,2013-07-13,100.0,t,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
8537192,43954674,47.67180552427677,-122.38804711763315,2,0.5,1.0,1.0,1,1125,0,0,0,247,0,0.0,0.0,55.0,3,2015-09-11,67.0,f,t,t,Ballard,House,Private room,Real Bed,f,flexible,f,f
9098059,43954674,47.67324984968531,-122.38733165189251,4,1.0,1.0,3.0,2,1125,17,17,17,17,0,0.0,0.0,105.0,3,2015-09-11,67.0,f,t,t,Ballard,Bungalow,Entire home/apt,Real Bed,f,flexible,f,f
8338849,43954674,47.67283504028537,-122.38747162849462,2,1.0,1.0,1.0,1,1125,0,2,2,249,7,94.0,1.91,55.0,3,2015-09-11,67.0,f,t,t,Ballard,House,Private room,Real Bed,f,flexible,f,f
5919096,53050,47.67141840265096,-122.38538535838535,4,1.0,1.0,3.0,5,999,16,46,76,215,2,100.0,0.26,129.0,2,2009-11-10,100.0,t,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
2406966,53050,47.6722723724429,-122.3841322128415,5,1.0,2.0,4.0,5,1125,12,35,52,313,12,100.0,0.77,129.0,2,2009-11-10,100.0,t,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
6516529,3781927,47.668748954908544,-122.38386997628157,2,1.0,1.0,1.0,1,1125,0,0,0,199,0,0.0,0.0,100.0,1,2012-10-06,0.0,f,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
3294243,4970133,47.67268172430127,-122.38773072437924,4,2.0,2.0,2.0,2,1125,0,3,33,258,27,93.0,1.48,150.0,1,2013-02-05,100.0,t,t,f,Ballard,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
10210971,24709547,47.66968184535222,-122.3909884706122,1,1.0,1.0,1.0,1,1125,28,58,88,363,0,0.0,0.0,50.0,1,2014-12-10,0.0,f,t,t,Ballard,Townhouse,Private room,Real Bed,f,flexible,f,f
3584790,2882219,47.675044037520806,-122.38271491715572,6,1.0,2.0,3.0,5,15,0,0,0,2,0,0.0,0.0,99.0,1,2012-07-09,100.0,f,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,moderate,f,f
1266459,2317654,47.66797916893154,-122.38210544982788,2,1.5,1.0,1.0,2,1125,4,30,60,335,9,98.0,0.3,150.0,1,2012-05-07,100.0,f,t,t,Ballard,Apartment,Entire home/apt,Real Bed,f,strict,f,f
408526,2034501,47.67553326838632,-122.376324014078,7,4.0,3.0,3.0,14,60,30,60,90,365,0,0.0,0.0,218.0,2,2012-03-30,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,strict,f,f
3263722,2034501,47.71503286494814,-122.35534442872101,8,3.0,3.0,4.0,4,183,29,59,89,178,6,84.0,0.34,190.0,2,2012-03-30,100.0,f,t,t,Other neighborhoods,House,Entire home/apt,Real Bed,f,strict,f,f
4118282,19071753,47.67570811427606,-122.38755942597574,5,1.5,2.0,2.0,1,7,13,13,13,80,88,95.0,6.07,80.0,1,2014-07-28,100.0,f,t,t,Ballard,House,Entire home/apt,Real Bed,f,moderate,f,f
